weather_id,date_time,city,season,temperature_c,humidity,rain_mm,weather_condition,wind_speed_kmh,visibility_m,air_pressure_hpa
6526.0,2024-05-07T02:00Z,London,Spring,15.92,68.0,9.16,Clear,75.33,9288,1011.52
6527.0,2024-05-07T04:00Z,London,Spring,,39.0,0.0,Clear,65.0,49988.22508922582,994.16
6528.0,07/05/2024 06AM,London,,24.05,48.0,0.0,Clear,59.89,,1025.56
6529.0,,London,Summer,15.79,69.0,2.87,,366.4876878023291,9756,995.15
6530.0,,London,Winter,5.68,66.0,7.62,Fog,45.54,4639,1023.38
6531.0,2024-05-07T12:00Z,,Spring,84.3541135765746,72.0,217.81207558633417,Rain,64.86,6467,988.8
,2024-05-07T14:00Z,London,Spring,15.58,44.0,,Clear,79.05,49993.37775814607,1002.84
,2024-05-07 16:00,London,Spring,5.87,43.0,0.0,Clear,363.05753560713947,11101,1009.49
6534.0,2024-05-07 18:00,London,Spring,-42.505595143619686,70.0,5.23,Clear,26.85,8165,1021.05
6535.0,2024-05-07 20:00,,,20.11,79.0,4.59,Fog,78.98,460,1021.93
6536.0,07/05/2024 10PM,London,Summer,26.43,,12.52,Rain,20.79,4765,982.83
6537.0,2024-05-08T00:00Z,London,Spring,16.72,48.0,0.0,Clear,53.07,9995,1002.46
6538.0,2024-05-08 02:00,London,Spring,16.64,,3.39,Clear,25.07,8033,1008.99
,2024-05-08T04:00Z,London,Spring,17.41,36.0,0.0,Clear,194.83330078462402,10437,1015.41
6540.0,2024-05-08T06:00Z,London,,20.84,61.0,0.0,,13.49,49975.2037404785,991.03
6541.0,,London,Summer,21.4,53.0,0.0,Clear,4.09,8251,1025.99
6542.0,08/05/2024 10AM,London,Summer,,164.0326608083228,0.0,Clear,49.57,11477,1012.34
6543.0,08/05/2024 12PM,London,Summer,32.39,61.0,94.34665399537873,Storm,75.36,,949.62
6544.0,2024-05-08 14:00,London,,21.59,98.0,0.0,,37.14,49981.58147929649,1022.38
6545.0,08/05/2024 04PM,London,Summer,28.47,22.0,0.0,Clear,31.83,10020,1023.13
6546.0,08/05/2024 06PM,London,Summer,29.07,40.0,0.0,Clear,72.37,8100,
6547.0,2024-05-08 20:00,London,Spring,7.29,71.0,97.78008858579281,Rain,52.07,9472,984.14
6548.0,2024-05-08T22:00Z,London,Spring,,151.4196621322918,0.0,Clear,181.60391391988412,,1021.24
6549.0,09/05/2024 12AM,London,Autumn,20.02,74.0,0.0,Clear,25.9,???,1028.71
6550.0,2024-05-09 02:00,London,,5.27,53.0,0.0,Clear,46.8,120017.23584881036,991.41
6551.0,09/05/2024 04AM,London,Autumn,15.45,62.0,0.0,Clear,13.08,9008,1001.55
6552.0,2024-05-09 06:00,London,Spring,15.71,59.0,0.0,Clear,77.77,49992.11129423522,1000.85
6553.0,2024-05-09T08:00Z,London,Spring,,70.0,0.0,Clear,,8332,1002.72
6554.0,2024-05-09 10:00,London,Spring,,50.0,224.87457819279263,Rain,49.69,49987.896258214576,1007.13
6555.0,2024-05-09 12:00,London,Spring,16.15,41.0,,Clear,25.54,8733,1020.86
,2024-05-09 14:00,London,Spring,,,7.61,Fog,23.74,11631,998.32
6557.0,2024-05-09T16:00Z,London,Spring,,,13.56,Rain,37.99,7098,1001.64
6558.0,2024-05-09 18:00,London,Spring,18.37,-33.07852432854504,,Fog,42.47,5149,1006.75
6559.0,09/05/2024 08PM,London,Autumn,73.91359870520142,89.0,0.0,,27.62,11536,980.13
,TBD,London,Summer,32.11,-14.030649849832361,0.0,Clear,188.37268500278,11544,985.32
6561.0,2024-05-10 00:00,London,Spring,18.01,60.0,0.0,Clear,,,1023.45
6562.0,2024-05-10T02:00Z,,Spring,75.90038897238016,49.0,0.0,Clear,11.89,49988.160660665155,1001.78
6563.0,10/05/2024 04AM,London,Autumn,9.67,70.0,0.0,Clear,58.92,9539,1011.49
6564.0,2024-05-10 06:00,London,Spring,5.05,32.0,0.0,,38.81,9732,1006.86
6565.0,10/05/2024 08AM,London,Autumn,15.9,79.0,5.21,Fog,47.52,6904,1027.55
6566.0,2024-05-10 10:00,London,,17.43,25.0,0.0,Clear,27.07,11321,991.05
6567.0,2024-05-10T12:00Z,London,,12.45,44.0,0.0,Clear,27.36,8959,1010.34
6568.0,,London,Spring,13.69,60.0,0.0,Clear,10.33,8023,895.3346888168717
6569.0,2024-05-10T16:00Z,London,Spring,78.49866125113013,,12.76,Clear,,11353,1012.11
6570.0,,London,Summer,20.26,29.0,0.0,,51.79,9282,991.42
6571.0,2024-05-10 20:00,London,Spring,11.45,44.0,,Clear,27.62,49991.89555567565,
6572.0,2024-05-10 22:00,,Spring,19.87,55.0,0.0,Clear,52.04,9694,991.48
6573.0,2024-05-11 00:00,London,Spring,9.41,-18.995756824070387,0.0,Clear,,8284,
6574.0,2024-05-11 02:00,London,Spring,5.24,-23.539490096252244,0.0,,,10981,
,2024-05-11 04:00,London,Spring,8.42,31.0,0.0,Clear,363.4970762558806,8500,1007.38
,2024-05-11 06:00,London,,3.15,21.0,0.0,Snow,197.4172232811119,,1008.63
6577.0,2024-05-11 08:00,London,Spring,13.89,,0.3,Clear,,,1022.45
6578.0,2024-05-11T10:00Z,London,Spring,7.04,41.0,0.0,Clear,47.29,9084,881.5149718233897
6579.0,2024-05-11T12:00Z,,Spring,18.41,32.0,0.0,Clear,70.24,???,1010.67
,TBD,London,Summer,22.58,25.0,0.0,,,9019,1023.15
6581.0,2024-05-11T16:00Z,London,Spring,6.76,172.90571310808272,0.0,Clear,1.59,11040,1016.86
6582.0,2024-05-11T18:00Z,London,Spring,8.1,-24.8899330491633,0.0,Clear,1.58,,
6583.0,11/05/2024 08PM,London,Autumn,22.82,54.0,0.0,Clear,33.42,10442,889.5315254326259
6584.0,2024-05-11T22:00Z,London,Spring,,,8.85,Clear,61.35,unknown,1003.56
6585.0,2024-05-12T00:00Z,,Spring,80.58106484989595,,8.49,Fog,37.76,9017,1019.15
6586.0,2024-05-12 02:00,,,,20.0,0.0,Clear,350.240727439016,???,1011.39
6587.0,12/05/2024 04AM,London,Winter,6.98,58.0,0.0,Clear,51.75,11440,994.19
6588.0,,London,Spring,9.53,51.0,0.0,Clear,40.57,10359,1016.75
6589.0,2024-05-12 08:00,London,Spring,13.35,49.0,0.0,Clear,35.29,,1003.17
6590.0,2024-05-12 10:00,London,Spring,14.81,30.0,0.0,Clear,27.35,49999.41252337722,994.45
6591.0,,London,Winter,12.84,79.0,0.0,Clear,44.19,9026,1015.12
6592.0,2024-05-12T14:00Z,,Spring,18.58,,2.4,Fog,11.0,2826,897.300727032297
6593.0,2024-05-12T16:00Z,London,Spring,-37.23032769464933,44.0,0.0,Snow,11.92,2632,1025.4
6594.0,2024-05-12 18:00,London,Spring,17.31,33.0,0.0,Clear,354.75275646369914,11718,1022.74
6595.0,,London,Spring,-34.29427361243347,77.0,0.0,Clear,63.64,9706,1017.74
6596.0,,London,,,68.0,12.55,Clear,72.39,9747,999.98
6597.0,2024-05-13 00:00,London,Spring,12.07,42.0,91.18730403144576,Rain,51.59,3965,1114.6036544132783
6598.0,13/05/2024 02AM,London,Spring,8.55,,11.57,Clear,31.82,10709,1116.376455774252
6599.0,2024-05-13 04:00,London,Spring,13.1,63.0,0.0,Clear,,10539,1018.67
6600.0,2024-05-13 06:00,London,Spring,8.89,49.0,0.0,Clear,56.9,9848,1023.63
6601.0,2024-05-13 08:00,London,Spring,7.9,51.0,0.0,Clear,16.93,10160,1001.67
6602.0,13/05/2024 10AM,London,Spring,15.77,73.0,0.0,Clear,70.39,8567,1028.95
6603.0,2024-05-13T12:00Z,London,,20.61,31.0,0.0,Clear,36.49,,1029.9
6604.0,13/05/2024 02PM,London,Spring,9.29,36.0,0.0,Clear,75.89,120000.04814610834,1007.39
6605.0,,London,Autumn,10.95,75.0,84.01860971838742,Rain,,4305,999.5
6606.0,,London,,12.86,,17.98,Rain,73.15,11984,1020.81
6607.0,2024-05-13 20:00,London,Spring,7.91,58.0,0.0,Clear,1.84,10523,993.05
6608.0,2024-05-13T22:00Z,London,Spring,14.96,66.0,,Clear,12.08,11361,1026.67
6609.0,14/05/2024 12AM,London,Spring,12.35,,4.75,,77.79,120019.21976584951,1024.77
6610.0,2024-05-14 02:00,London,Spring,6.62,66.0,0.0,Clear,37.92,11625,876.6440940071093
6611.0,14/05/2024 04AM,London,Spring,,66.0,0.0,Clear,6.57,11038,1001.68
6612.0,2024-05-14T06:00Z,London,Spring,,37.0,0.0,Clear,28.7,11051,1029.55
6613.0,,,Summer,22.39,64.0,0.0,Clear,194.11931906614905,10753,993.22
6614.0,TBD,London,Winter,11.29,41.0,,Fog,68.04,,1029.86
,2024-05-14T12:00Z,London,Spring,12.71,-29.64115864556373,0.0,Clear,44.14,10127,1008.28
6616.0,2024-05-14T14:00Z,London,Spring,6.76,-17.23957850700267,200.05887933768406,Storm,75.51,8034,970.02
6617.0,14/05/2024 04PM,London,Spring,14.95,76.0,78.23006531617742,Storm,52.89,10453,895.4451296083419
,2024-05-14T18:00Z,London,,2.31,22.0,0.0,Snow,52.04,8787,987.11
6619.0,,London,Spring,19.94,30.0,223.00194571342448,Storm,54.57,4824,1108.7456635648678
6620.0,2024-05-14 22:00,London,Spring,13.28,80.0,,Clear,24.44,10744,876.9017582095324
6621.0,2024-05-15T00:00Z,London,Spring,7.18,61.0,0.0,Clear,30.38,11619,876.6477892700008
6622.0,15/05/2024 02AM,London,Spring,68.3954251676408,38.0,,Clear,59.24,9937,1000.73
6623.0,,,Spring,17.81,69.0,0.0,Clear,40.48,10522,991.91
6624.0,15/05/2024 06AM,London,Spring,15.98,53.0,0.0,Clear,180.30488921547456,8304,1024.5
6625.0,,London,Winter,14.92,44.0,0.0,Clear,46.63,9511,990.42
6626.0,15/05/2024 10AM,London,Spring,19.7,43.0,0.0,Clear,2.06,120020.47856931482,
6627.0,2024-05-15T12:00Z,London,Spring,9.6,43.0,93.89457207121703,Rain,179.2199000231599,9899,1007.12
6628.0,2024-05-15 14:00,,Spring,18.55,50.0,0.0,Clear,69.96,10608,1014.05
6629.0,2024-05-15T16:00Z,London,Spring,-52.40299623902456,36.0,0.0,Clear,44.34,9502,1036.6
6630.0,15/05/2024 06PM,London,Spring,14.75,77.0,,,5.83,9874,1018.56
6631.0,2024-05-15 20:00,London,Spring,,66.0,9.02,Clear,4.74,9625,1015.13
6632.0,2024-05-15T22:00Z,London,Spring,,-12.783342883473495,0.0,Clear,353.59456729981173,9485,1008.65
6633.0,2024-05-16 00:00,London,Spring,8.52,43.0,222.5520704475793,,36.43,10530,1003.3
6634.0,2024-05-16T02:00Z,London,,23.21,80.0,0.0,Clear,191.32288645022942,8616,1004.56
,2024-05-16T04:00Z,London,Spring,8.63,73.0,0.0,Clear,13.55,10584,999.91
6636.0,2024-05-16T06:00Z,London,Spring,,,2.98,Fog,6.6,8683,883.0346683810565
6637.0,2024-05-16 08:00,London,Spring,15.01,172.43019154110567,93.81829731034463,Storm,183.4196320016037,,990.12
6638.0,2024-05-16 10:00,London,Spring,17.92,61.0,10.38,Clear,41.64,10046,1029.88
6639.0,2024-05-16 12:00,London,Spring,10.28,54.0,,Clear,,11324,990.54
6640.0,2024-05-16T14:00Z,London,,,38.0,0.0,Clear,66.23,9669,1014.88
6641.0,2024-05-16 16:00,London,Spring,16.41,62.0,7.6,Fog,8.39,,1011.37
6642.0,16/05/2024 06PM,London,Spring,9.53,53.0,0.0,Clear,56.87,11278,890.4624841856007
6643.0,16/05/2024 08PM,London,,21.14,28.0,0.0,Clear,62.66,,1019.42
6644.0,2024-05-16T22:00Z,London,Spring,5.99,43.0,93.42045925061228,Rain,77.87,5753,974.96
6645.0,2024-05-17T00:00Z,London,Spring,6.13,56.0,0.0,Clear,78.68,10811,897.1842154264206
6646.0,2024-05-17 02:00,London,Spring,12.02,47.0,0.0,Clear,51.66,,1019.3
6647.0,17/05/2024 04AM,London,,5.3,91.0,21.78,Rain,7.01,49976.94621805203,1003.23
6648.0,2024-05-17T06:00Z,London,Spring,19.87,62.0,0.0,Clear,,8544,1026.09
6649.0,17/05/2024 08AM,London,Spring,13.35,36.0,,Clear,23.47,9019,998.01
6650.0,17/05/2024 10AM,London,,3.01,50.0,0.0,Clear,37.57,9710,
6651.0,2024-05-17T12:00Z,London,,20.62,96.0,0.0,Clear,15.63,11640,1015.31
6652.0,,London,Winter,-2.12,47.0,0.0,Clear,23.6,120011.65143365519,1019.07
6653.0,2024-05-17 16:00,London,Spring,-50.08446894424306,33.0,0.0,Clear,75.24,10096,1012.35
6654.0,2024-05-17T18:00Z,London,Spring,11.14,55.0,0.0,Clear,79.06,9659,993.07
6655.0,17/05/2024 08PM,London,Spring,19.66,33.0,0.0,Clear,48.55,10485,996.02
6656.0,2024-05-17T22:00Z,London,Spring,9.68,40.0,0.0,Clear,46.38,8584,894.450466776277
6657.0,2024-05-18 00:00,London,Spring,11.93,-10.885338027234983,0.0,Clear,192.59982661448245,120000.57785128945,1022.0
6658.0,2024-05-18 02:00,London,,1.5,26.0,,,197.57191588626085,10526,1029.97
6659.0,2024-05-18T04:00Z,London,Spring,12.2,64.0,0.0,Clear,71.9,10991,1114.0363421663326
6660.0,2024-05-18 06:00,London,,19.85,,7.32,Fog,9.5,6884,1020.04
6661.0,2024-05-18T08:00Z,London,Spring,19.64,35.0,0.0,Clear,361.5326410143453,120000.68182918133,1027.16
6662.0,2024-05-18T10:00Z,,Spring,16.56,80.0,0.0,Clear,354.73137150494,10842,1013.67
6663.0,2024-05-18T12:00Z,London,Spring,7.16,52.0,91.06754959068621,Rain,38.34,6236,1003.22
6664.0,18/05/2024 02PM,London,Spring,9.43,74.0,0.0,Clear,28.98,120024.54989880965,1026.14
6665.0,18/05/2024 04PM,London,Spring,-36.80463112450595,-31.633311888191592,0.0,,27.55,,
6666.0,18/05/2024 06PM,London,Spring,5.82,68.0,0.0,Clear,9.15,10022,1027.08
,2024-05-18 20:00,London,Spring,17.54,40.0,82.57237195305927,Rain,51.12,2401,999.95
6668.0,2024-05-18 22:00,London,Spring,7.94,75.0,0.0,Clear,34.27,9466,1009.87
6669.0,2024-05-19 00:00,London,Spring,16.61,-18.97093657306479,0.0,Clear,360.61877967088304,10528,1011.82
6670.0,2024-05-19T02:00Z,London,Spring,16.73,32.0,0.0,,,8739,1020.64
6671.0,19/05/2024 04AM,London,Spring,19.81,54.0,212.78737307787603,Rain,373.6960940675449,5474,1000.53
6672.0,2024-05-19 06:00,London,Spring,19.16,68.0,0.0,,,10033,1008.3
6673.0,19/05/2024 08AM,London,Spring,,73.0,0.0,Clear,,9483,1010.79
6674.0,,London,Summer,26.9,52.0,0.0,Clear,66.65,10892,
6675.0,19/05/2024 12PM,London,Spring,17.82,,17.15,Rain,16.9,8839,1018.68
6676.0,2024-05-19T14:00Z,London,Spring,7.05,53.0,0.0,Clear,1.67,,995.5
6677.0,19/05/2024 04PM,,Spring,16.72,46.0,0.0,Clear,38.13,10425,1011.62
6678.0,2024-05-19 18:00,London,Spring,17.83,44.0,0.0,Clear,16.16,11707,1025.13
6679.0,2024-05-19 20:00,London,Spring,17.19,154.304281654335,0.0,,22.55,9302,
6680.0,2024-05-19 22:00,,Spring,15.03,165.79993258907976,78.11007025450004,Rain,,1286,998.69
6681.0,2024-05-20 00:00,,Spring,8.49,171.41674052103565,0.0,Clear,,8035,991.74
6682.0,2024-05-20T02:00Z,,Spring,14.55,54.0,0.0,Clear,26.62,9049,1026.76
6683.0,,London,Summer,24.64,62.0,0.0,Clear,,11223,1017.16
6684.0,Unknown,London,Summer,17.09,43.0,0.0,Clear,10.77,11265,1024.58
6685.0,20/05/2024 08AM,London,Spring,,79.0,0.0,Clear,39.01,9807,1000.05
6686.0,2024-05-20 10:00,London,Spring,,48.0,0.0,Clear,,,1016.99
6687.0,2024-05-20T12:00Z,London,Spring,19.07,-26.463221438961675,0.0,Clear,74.31,11867,1011.1
6688.0,2024-05-20T14:00Z,London,Spring,13.46,75.0,0.0,Clear,44.91,9168,1006.47
,20/05/2024 04PM,London,Spring,7.81,36.0,0.0,Clear,69.74,9134,
6690.0,20/05/2024 06PM,London,Spring,8.32,72.0,0.0,Clear,,11668,996.68
6691.0,,London,Summer,24.22,31.0,0.0,Clear,79.97,8315,1114.1368674977705
6692.0,2024-05-20 22:00,London,Spring,5.72,31.0,0.0,Clear,17.78,49980.39016637689,1020.02
6693.0,2024-05-21T00:00Z,London,Spring,16.97,35.0,0.0,,31.07,10425,997.68
6694.0,2024-05-21 02:00,London,Spring,5.47,-31.177869991869645,0.0,Clear,23.59,11538,1003.04
6695.0,21/05/2024 04AM,London,Spring,6.15,52.0,80.63266488816582,Rain,12.68,4145,996.69
6696.0,21/05/2024 06AM,London,Spring,9.41,53.0,0.0,Clear,187.05716358183074,,1015.87
6697.0,2024-05-21 08:00,London,,10.44,92.0,64.06,Storm,50.69,10882,961.51
6698.0,2024-05-21 10:00,London,Spring,14.5,58.0,0.0,Clear,23.4,10995,1005.38
6699.0,2024-05-21T12:00Z,London,,20.78,75.0,,Fog,41.8,916,998.9
6700.0,2024-05-21T14:00Z,,Spring,11.96,-31.327617442573025,0.0,Clear,30.85,,998.16
,,London,Summer,16.84,50.0,0.0,Clear,16.91,N/A,1020.93
,2024-05-21 18:00,London,Spring,19.24,36.0,,Fog,55.84,2173,
6703.0,2024-05-21T20:00Z,London,Spring,5.77,34.0,0.0,Clear,177.3437816655697,,1009.99
,2024-05-21 22:00,London,Spring,17.43,32.0,220.80586200145166,Rain,58.72,851,1107.0403122555233
6705.0,22/05/2024 12AM,London,Spring,7.25,54.0,0.0,Clear,50.49,,1021.31
6706.0,,London,Spring,18.85,63.0,0.0,Clear,26.51,120007.35998212204,1016.03
6707.0,22/05/2024 04AM,,Spring,11.64,42.0,0.0,Clear,188.10027137684094,11218,1010.72
6708.0,,London,Summer,15.76,46.0,0.0,Clear,50.62,11872,1013.93
6709.0,22/05/2024 08AM,London,Spring,9.91,50.0,0.0,Clear,36.95,10593,1000.19
6710.0,22/05/2024 10AM,London,Spring,16.74,54.0,0.0,Clear,39.97,9754,
6711.0,22/05/2024 12PM,London,Spring,19.47,42.0,0.0,Clear,24.45,9587,1029.43
6712.0,22/05/2024 02PM,London,Spring,,80.0,95.23688678360712,Storm,118.27,1647,881.833164982583
6713.0,22/05/2024 04PM,,Spring,5.96,70.0,0.0,Clear,,,991.22
6714.0,2024-05-22 18:00,London,,11.25,77.0,0.0,Clear,15.81,11017,993.51
6715.0,22/05/2024 08PM,London,Spring,8.99,76.0,12.12,Clear,22.5,10981,1006.52
6716.0,22/05/2024 10PM,London,Spring,9.27,80.0,0.0,Clear,65.89,11737,1011.73
6717.0,2024-05-23T00:00Z,London,Spring,5.32,69.0,0.0,Clear,29.74,9418,1005.21
6718.0,2024-05-23 02:00,London,Spring,,77.0,0.0,Clear,68.85,8844,1016.73
6719.0,23/05/2024 04AM,London,Spring,20.0,58.0,0.0,Clear,11.37,49982.725637277865,
,2024-05-23T06:00Z,London,Spring,,33.0,0.0,Clear,13.93,10502,1016.93
6721.0,2024-05-23T08:00Z,London,Spring,14.91,65.0,0.0,Clear,35.18,11866,1023.08
6722.0,2024-05-23T10:00Z,London,Spring,10.94,-20.703552842778496,,Fog,50.98,???,1010.72
,23/05/2024 12PM,London,Spring,10.54,40.0,0.0,,195.2957137004382,120012.7792180123,1028.13
6724.0,23/05/2024 02PM,London,Spring,19.5,48.0,0.0,Clear,63.32,9001,1004.68
6725.0,23/05/2024 04PM,London,Spring,12.58,59.0,0.0,Clear,,,1027.46
6726.0,23/05/2024 06PM,London,Spring,8.14,61.0,200.35000344260993,Storm,56.31,118,954.39
6727.0,2024-05-23T20:00Z,London,Spring,80.16965136311686,36.0,0.0,Clear,0.22,9482,1117.8198478072018
6728.0,23/05/2024 10PM,London,,3.86,85.0,0.0,Clear,190.35724806929994,10332,995.5
6729.0,24/05/2024 12AM,London,Spring,,63.0,0.0,Clear,17.16,9350,1006.54
6730.0,,London,Spring,5.19,56.0,0.0,Clear,23.66,8583,1024.2
6731.0,24/05/2024 04AM,London,Spring,19.09,32.0,,Clear,,9703,1012.51
6732.0,,London,,10.18,51.0,86.46813311185863,Rain,77.95,6841,1025.33
6733.0,24/05/2024 08AM,London,Spring,5.5,65.0,0.0,Clear,191.7816823194016,11013,1010.45
6734.0,2024-05-24 10:00,London,Spring,8.17,55.0,0.0,Clear,21.34,10631,1010.48
6735.0,24/05/2024 12PM,London,Spring,6.28,59.0,,Clear,47.11,10939,990.83
6736.0,2024-05-24 14:00,London,Spring,19.43,64.0,,Clear,,8203,1100.9834203374262
6737.0,2024-05-24 16:00,London,Spring,13.44,33.0,0.0,Clear,79.51,10784,1105.1501967984268
6738.0,2024-05-24T18:00Z,London,Spring,7.29,42.0,,Fog,78.97,10801,1023.4
6739.0,2024-05-24 20:00,London,Spring,5.48,32.0,77.60004344900321,Storm,63.86,1512,986.42
6740.0,24/05/2024 10PM,London,Spring,17.22,39.0,,Clear,39.66,9395,1020.67
6741.0,2024-05-25 00:00,London,Spring,14.94,54.0,0.0,Clear,7.37,9437,1002.66
6742.0,2024-05-25 02:00,London,Spring,16.26,,11.81,Clear,6.91,,996.85
6743.0,2024-05-25 04:00,London,Spring,9.35,30.0,0.0,Clear,62.65,10310,1016.35
6744.0,2024-05-25T06:00Z,London,Spring,14.03,43.0,0.0,Clear,37.66,11973,1011.25
6745.0,25/05/2024 08AM,London,Spring,8.91,31.0,0.0,Clear,29.65,9253,1004.94
6746.0,2024-05-25T10:00Z,London,Spring,9.3,57.0,0.0,Clear,16.11,,991.96
6747.0,25/05/2024 12PM,London,Spring,13.81,69.0,0.0,Clear,49.02,10158,1010.49
6748.0,2024-05-25T14:00Z,London,Spring,13.36,36.0,0.0,Clear,39.29,10521,1009.62
6749.0,2024-05-25T16:00Z,London,Spring,11.06,48.0,0.0,,31.57,10585,1025.93
6750.0,25/05/2024 06PM,London,Spring,,,13.04,Rain,,4477,978.96
6751.0,2024-05-25 20:00,,Spring,14.08,78.0,84.10824145595433,Storm,64.27,2145,974.49
6752.0,2024-05-25T22:00Z,London,Spring,18.49,80.0,0.0,Clear,,9913,1014.29
6753.0,26/05/2024 12AM,London,Spring,10.88,76.0,0.0,Clear,24.6,9326,
6754.0,26/05/2024 02AM,,Spring,19.75,74.0,0.0,Clear,28.67,8040,1122.1449129353243
6755.0,2024-05-26T04:00Z,London,Spring,10.49,66.0,0.0,Clear,28.47,8392,1029.42
6756.0,26/05/2024 06AM,London,Spring,11.03,,8.68,,59.04,49995.43108198953,994.48
6757.0,2024-05-26T08:00Z,London,,24.82,93.0,88.63063425585727,Rain,60.62,7396,876.3046789094122
6758.0,,London,Summer,23.21,,17.48,Rain,36.72,4053,
,26/05/2024 12PM,London,Spring,19.99,36.0,0.0,Clear,62.29,10573,1023.45
6760.0,2024-05-26T14:00Z,London,Spring,15.44,66.0,0.0,Clear,24.67,11454,1003.02
6761.0,26/05/2024 04PM,London,,3.74,54.0,0.0,Snow,13.47,713,1022.06
6762.0,2024-05-26T18:00Z,London,Spring,6.47,45.0,0.0,Clear,64.02,10593,1002.8
6763.0,2024-05-26T20:00Z,London,Spring,-41.09587688450365,74.0,0.0,,25.12,11296,1004.26
6764.0,26/05/2024 10PM,London,Spring,6.6,63.0,0.0,Clear,76.41,10694,1110.1668236625774
6765.0,2024-05-27T00:00Z,London,Spring,16.76,70.0,0.0,Clear,,9128,995.31
6766.0,27/05/2024 02AM,London,Spring,14.69,49.0,0.0,Clear,,10580,997.88
6767.0,2024-05-27T04:00Z,London,Spring,9.6,42.0,0.0,Clear,,11554,996.81
6768.0,27/05/2024 06AM,London,Spring,14.52,,,Fog,38.13,4973,992.22
6769.0,2024-05-27 08:00,London,Spring,8.91,72.0,0.0,Clear,194.33263150735348,11407,1014.27
6770.0,27/05/2024 10AM,London,,,75.0,,Fog,38.01,,1112.1740792153917
6771.0,27/05/2024 12PM,London,Spring,6.48,52.0,0.0,Clear,2.9,120001.24034314138,
6772.0,27/05/2024 02PM,London,Spring,60.78643196368121,80.0,33.83,Rain,0.21,7870,981.76
6773.0,2024-05-27 16:00,London,Spring,,43.0,0.0,,37.15,9713,
6774.0,2024-05-27T18:00Z,London,Spring,9.58,72.0,,Fog,57.2,10869,1017.97
6775.0,2024-05-27 20:00,London,Spring,11.3,78.0,,Clear,51.67,8834,1026.53
6776.0,2024-05-27T22:00Z,London,Spring,5.96,50.0,0.0,Clear,8.17,11634,1007.43
6777.0,,London,,-35.995905598105736,86.0,0.0,Snow,40.91,9859,1004.19
6778.0,28/05/2024 02AM,London,Spring,7.88,78.0,0.0,Clear,,11902,1012.6
,28/05/2024 04AM,London,Spring,,43.0,0.0,Clear,27.06,9710,997.64
6780.0,28/05/2024 06AM,London,Spring,11.19,48.0,0.0,,25.75,9804,
6781.0,2024-05-28 08:00,London,Spring,7.79,55.0,0.0,,15.38,,1008.2
6782.0,28/05/2024 10AM,London,Spring,15.94,70.0,0.0,Clear,365.39822584652796,8320,1009.27
6783.0,2024-05-28T12:00Z,London,Spring,6.62,70.0,0.0,Clear,18.76,,1003.47
,28/05/2024 02PM,London,Spring,7.49,79.0,0.0,Clear,42.64,49976.67568774137,1017.76
6785.0,28/05/2024 04PM,London,Spring,11.04,,7.07,Clear,79.86,8169,1029.59
6786.0,2024-05-28T18:00Z,London,Spring,79.22852552187119,36.0,0.0,,,,990.9
6787.0,2024-05-28 20:00,London,Spring,,-18.369164154083794,0.0,Clear,12.92,9698,996.87
6788.0,2024-05-28T22:00Z,London,Spring,10.11,30.0,211.3387428751542,Storm,71.05,9852,1102.552656860177
6789.0,29/05/2024 12AM,London,Spring,13.05,161.7011704644037,0.0,Clear,66.48,9399,1007.59
6790.0,2024-05-29 02:00,London,,26.94,64.0,0.0,,9.19,N/A,1026.51
6791.0,,London,Winter,6.9,74.0,,Fog,1.41,9274,993.04
6792.0,,London,Autumn,22.63,97.0,62.84,Storm,58.01,10441,965.37
6793.0,TBD,,Winter,0.77,,5.62,,,,997.58
,29/05/2024 10AM,London,Spring,8.02,40.0,210.15561780840267,Rain,16.22,9961,1004.95
6795.0,2024-05-29 12:00,London,Spring,16.62,65.0,210.42584509892177,Storm,,802,953.96
6796.0,2024-05-29 14:00,London,Spring,7.76,66.0,97.84002031765183,Rain,13.58,1376,994.28
6797.0,29/05/2024 04PM,London,Spring,,33.0,0.0,Clear,69.86,11409,993.89
6798.0,2024-05-29 18:00,London,Spring,8.64,44.0,0.0,Clear,19.29,11036,1011.64
6799.0,29/05/2024 08PM,London,Spring,67.32623845009942,79.0,0.0,Clear,20.82,8096,980.93
6800.0,2024-05-29T22:00Z,London,Spring,,,98.05227679142348,Storm,135.27,,967.33
6801.0,2024-05-30 00:00,London,Spring,13.86,30.0,0.0,Clear,,8872,
6802.0,2024-05-30 02:00,London,Spring,11.42,42.0,0.0,Clear,6.12,9697,1000.71
6803.0,,London,Autumn,70.2841888149961,67.0,0.0,Clear,54.77,8241,1005.96
6804.0,2024-05-30T06:00Z,London,,,-16.36141144285033,0.0,Clear,,49978.51453864821,1007.15
6805.0,2024-05-30 08:00,London,Spring,11.95,47.0,0.0,,6.14,9258,
6806.0,30/05/2024 10AM,London,,,34.0,0.0,Clear,68.46,9122,1012.68
6807.0,30/05/2024 12PM,London,Spring,-43.71019176770117,76.0,84.10076277131016,,2.11,8017,1015.51
6808.0,2024-05-30T14:00Z,London,Spring,72.21871210755377,79.0,2.48,Clear,,8582,1010.24
6809.0,30/05/2024 04PM,London,Spring,13.74,47.0,0.0,Clear,,9734,1005.04
6810.0,2024-05-30T18:00Z,London,Spring,19.11,162.03557924169945,,Clear,25.41,9139,
